41.1897 	EXP 	Device response: <KeyPress from None: t=41.03280749999976, value=r, duration=0.1523280416658963>
41.5394 	INFO 	Keyboard events cleared
41.5394 	EXP 	fixation: autoDraw = False
41.5394 	EXP 	text_3: autoDraw = True
42.1346 	DATA 	Keypress: b
42.1397 	EXP 	Device response: <KeyPress from None: t=42.13080070833348, value=b, duration=None>
42.1398 	EXP 	New trial (rep=5, index=3): <Trial 23 (3 in rep 5) data={'word': 'RED', 'colour': 'red', 'stimuluscondition': 'C', 'correct_res': 'r', 'thisN': 23, 'thisTrialN': 3, 'thisRepN': 5}>
42.1561 	EXP 	fixation: autoDraw = False
42.1561 	EXP 	text_3: autoDraw = False
42.1561 	EXP 	text_3: foreColor = <psychopy.colors.Color: red, alpha=1.0>
42.1561 	EXP 	text_3: height = np.float64(0.05)
42.1561 	EXP 	text_3: height = np.float64(0.05)
42.1561 	EXP 	text_3: height = np.float64(0.05)
42.1561 	EXP 	text_3: text = 'RED'
42.1561 	EXP 	fixation: autoDraw = True
42.2896 	EXP 	Device response: <KeyPress from None: t=42.13080070833348, value=b, duration=0.14831333333313523>
42.6397 	INFO 	Keyboard events cleared
42.6397 	EXP 	fixation: autoDraw = False
42.6397 	EXP 	text_3: autoDraw = True
43.1988 	DATA 	Keypress: r
